Mot;Occurrence;Mot_nettoye;Cluster
bouts;17;bout;0
proviennent;29;provenir;0
décollés;3;décollé;0
tuyau;59;tuyau;0
robinet;9;robinet;0
robinetterie;2;robinetterie;0
immaculés;2;immaculé;0
éraflure;5;éraflur;0
birdshot;4;birdshot;0
plomb;30;plomb;0
chasse;30;chasse;0
compressé;3;compresser;0
disjoindre;2;disjoindre;0
lors;58;;0
tuer;307;tuer;0
vice;11;vice;0
président;23;président;0
accusé;32;accuser;0
mois;263;mois;0
tiré;117;tirer;0
accidentellement;16;accidentellement;0
milliardaire;5;milliardaire;0
cours;100;cours;0
réfuté;2;réfuté;0
importe;175;;0
munitions;6;munition;0
gamme;9;gamme;0
valser;2;valser;0
bout;75;bout;0
faisant;42;;0
cogner;11;cogner;0
tête;427;tête;0
pensiez;34;penser;0
avéré;15;avérer;0
caractères;8;caractère;0
chinois;54;chinois;0
gravés;2;graver;0
côté;187;côté;0
idiot;52;idiot;0
croyais;99;croyai;0
chinoise;16;chinois;0
suédois;5;suédois;0
mots;54;mot;0
baguette;7;baguette;0
mange;26;mange;0
démêlerais;2;démêler;0
tes;102;;0
cheveux;105;cheveux;0
fourchette;8;fourchette;0
écoutez;226;écouter;0
caractère;14;caractèr;0
traduire;6;traduire;0
internet;57;internet;0
beauté;18;beauté;0
signifiait;7;signifier;0
enroulez;2;enrouler;0
chignon;4;chignon;0
enfoncez;5;enfoncer;0
maintenir;8;maintenir;0
colocataire;17;colocataire;0
allée;72;allée;0
rejoindre;16;rejoindre;0
amis;164;ami;0
beltway;11;beltway;0
burger;10;burger;0
chloe;28;chloe;0
baguettes;10;baguette;0
cam;252;cam;0
su;78;savoir;0
allé;85;aller;0
appris;81;apprendre;0
ignore;51;ignorer;0
suppose;107;suppose;0
essayais;19;essayai;0
rapports;38;rapport;0
sociaux;24;social;0
échange;29;échange;0
vues;13;voir;0
sympathique;9;sympathique;0
collègue;26;collègue;0
aimer;56;aimer;0
rencontre;24;rencontre;0
gars;366;gar;0
adorez;4;adorer;0
temple;5;temple;0
occasion;24;occasion;0
végétarienne;7;végétarien;0
hamburgens;2;hamburgen;0
aie;44;;0
suffisamment;28;suffisamment;0
derniers;30;dernier;0
semaines;116;semaine;0
grossesse;15;grossesse;0
démarche;9;démarche;0
iliaques;3;iliaque;0
commencé;64;commencé;0
élargir;5;élargir;0
utérin;2;utérin;0
quatorze;5;;0
amies;25;amie;0
sortie;61;sortie;0
emmener;45;emmener;0
collation;3;collation;0
aire;4;air;0
jeu;122;jeu;0
chemin;61;chemin;0
mienne;29;;0
conçu;14;concevoir;0
ayant;30;;0
spéciaux;7;spécial;0
revêtement;7;revêtement;0
dossier;137;dossier;0
balançoire;8;balançoir;0
emmené;29;emmené;0
entamé;2;entamer;0
conversation;49;conversation;0
amenant;6;amener;0
surmonté;5;surmonter;0
choc;32;choc;0
initial;8;initial;0
réellement;18;réellement;0
décidé;59;décider;0
suivre;53;;0
lendemain;17;lendemain;0
motel;18;motel;0
attendait;13;attendre;0
suffisant;27;;0
têtes;21;tête;0
explosent;4;exploser;0
découvert;97;découvrir;0
état;144;état;0
confronter;5;confronter;0
ignorais;19;ignorai;0
totalement;70;totalement;0
marié;41;marier;0
puisque;37;;0
laissée;33;laisser;0
découvriez;2;découvrir;0
vérifié;63;vérifier;0
relevés;12;relever;0
téléphoniques;6;téléphonique;0
message;74;message;0
vendredi;43;vendredi;0
nuit;220;nuit;0
explications;8;explication;0
retrouver;93;retrouver;0
tirez;31;tirer;0
portant;21;porter;0
trainez;2;trainez;0
connard;5;connard;0
plongez;6;plonger;0
hypochlorite;4;hypochlorite;0
préfère;61;préférer;0
destop;2;destop;0
professeur;57;professeur;0
connaissiez;27;connaître;0
simples;7;simple;0
terre;147;terre;0
tué;690;tuer;0
suicidé;25;suicider;0
arrivées;8;arriver;0
bains;10;bain;0
bouche;72;bouche;0
lâche;29;lâche;0
devait;151;devoir;0
flipper;11;flipper;0
pensée;11;penser;0
affronter;21;affronter;0
avions;57;avion;0
surprise;32;surprise;0
vie;521;vie;0
détente;10;détente;0
abominable;4;abominable;0
enterré;63;enterré;0
arrière;122;arrière;0
cour;41;cour;0
endroit;220;endroit;0
cacher;58;cacher;0
incroyable;41;incroyable;0
mentent;15;mentent;0
allons;276;;0
jour;268;jour;0
réunies;7;réunie;0
devraient;43;devoir;0
douzaine;15;douzaine;0
oscar;5;oscar;0
connais;150;connaître;0
suicide;70;suicide;0
billes;16;bille;0
plombs;8;plomb;0
suicides;4;suicide;0
vu;650;;0
tire;65;tir;0
dessus;258;;0
pistolet;35;pistolet;0
réaction;18;réaction;0
automatique;6;automatique;0
bang;11;bang;0
finisse;8;finiss;0
vaut;71;vaut;0
huh;65;huh;0
vas;161;;0
entraîner;12;entraîner;0
ball;27;ball;0
entraîne;8;entraîn;0
écoute;106;écoute;0
coyais;1;coyer;0
placard;19;placard;0
tripoter;4;tripoter;0
excuses;20;excuse;0
indépendance;3;indépendance;0
merveilleux;14;merveilleux;0
chanceux;15;chanceux;0
manifestement;31;manifestement;0
sentiments;46;sentiment;0
voila;2;;0
formulaires;6;formulaire;0
manquer;32;manquer;0
prenons;9;prenon;0
adn;171;adn;0
canon;30;canon;0
confirme;25;confirmer;0
recul;11;recul;0
trous;22;trou;0
attribués;2;attribuer;0
trou;78;trou;0
parfaitement;38;parfaitement;0
cartouche;9;cartouche;0
fusil;39;fusil;0
grains;2;grain;0
pourrais;148;;0
sauf;145;;0
trace;60;trace;0
suggère;80;suggèr;0
faits;91;fait;0
arrêté;72;arrêter;0
circuler;3;circuler;0
rattraperai;2;rattraperai;0
retard;41;retard;0
contrairement;11;contrairement;0
blessures;208;blessure;0
infligées;5;infliger;0
trâce;1;trâce;0
prouve;36;prouver;0
abattu;16;abattre;0
parlons;22;parlon;0
faux;135;faux;0
homicide;36;homicide;0
couvrir;23;couvrir;0
dont;206;;0
intention;34;intention;0
meurtre;413;meurtre;0
commençais;4;commençai;0
penser;123;penser;0
devenir;56;devenir;0
compliqué;21;compliquer;0
effet;68;;0
arrive;200;arriver;0
récupéré;29;récupérer;0
réassemblé;4;réassemblé;0
dent;65;dent;0
couronne;17;couronn;0
perdue;16;perdre;0
remarqué;58;remarquer;0
faite;42;faite;0
utilise;75;utilise;0
existante;3;existant;0
appelait;30;appeler;0
mise;49;mise;0
retour;77;;0
allais;61;allai;0
heure;144;heure;0
déjeuner;58;déjeuner;0
payer;69;payer;0
souriez;8;sourire;0
whoa;64;whoer;0
reculez;20;reculer;0
temporaire;8;temporaire;0
incisive;11;incisive;0
maxillaire;14;maxillaire;0
centrale;15;central;0
tournez;14;tourner;0
moindre;23;moindre;0
idée;274;idée;0
détail;10;détail;0
rend;66;;0
expression;17;expression;0
inoubliable;2;inoubliable;0
venez;130;venir;0
reçoit;11;recevoir;0
mécontentes;3;mécontent;0
epouses;2;epouse;0
position;54;position;0
difficile;103;difficile;0
demandez;70;demander;0
envoie;53;envoie;0
importantes;11;important;0
préoccuper;4;préoccuper;0
terrible;49;terrible;0
escroque;2;escroquer;0
respect;66;respect;0
laisser;178;;0
devenu;54;devenu;0
physique;44;physique;0
voler;40;voler;0
poussé;53;pousser;0
cogne;7;cogn;0
contre;248;contre;0
boîtier;7;boîtier;0
électrique;26;électrique;0
jure;43;jure;0
importance;47;importance;0
force;129;force;0
accident;99;accident;0
deviez;31;devoir;0
appuyé;9;appuyer;0
gachette;2;gachette;0
involontaire;12;involontaire;0
plumé;3;plumé;0
pouvais;55;pouvai;0
ruiner;16;ruiner;0
essayons;16;essayon;0
ca;84;ca;0
dingue;47;dingue;0
essayez;62;essayer;0
ironie;10;ironie;0
voudrait;57;vouloir;0
bête;13;bête;0
excuse;61;excus;0
stupides;23;stupide;0
confortable;4;confortable;0
heureux;59;heureux;0
revoir;68;revoir;0
commentaires;8;commentaire;0
innappropriés;2;innapproprier;0
recommences;2;recommence;0
juger;20;juger;0
appropriée;5;approprier;0
remarque;12;remarqu;0
jugais;2;jugai;0
manquait;11;manquer;0
ah;149;;0
purement;14;purement;0
romantique;29;romantique;0
jugé;7;juger;0
franchement;12;franchement;0
soient;44;être;0
permis;38;permettre;0
crédules;2;crédule;0
triste;40;triste;0
maigre;7;maigre;0
offensé;8;offensé;0
pouvaient;13;pouvoir;0
simulant;3;simuler;0
compatissantes;3;compatissant;0
rendre;91;;0
bateau;72;bateau;0
emporter;12;emporter;0
prison;163;prison;0
seuls;49;;0
passerons;2;passeron;0
seront;23;;0
anthropologie;37;anthropologie;0
certaines;57;;0
lesquelles;10;;0
coucher;47;coucher;0
prétendre;11;prétendre;0
mentir;27;mentir;0
problème;291;problème;0
liens;25;lien;0
comprends;206;comprend;0
apprécié;16;apprécier;0
soutien;29;soutien;0
déraper;3;déraper;0
option;8;option;0
satisfaire;6;satisfaire;0
iront;7;aller;0
essayé;149;essayer;0
arnaquer;4;arnaquer;0
compagnie;48;compagnie;0
imagine;38;imagine;0
auront;6;;0
peloton;2;peloton;0
exécution;10;exécution;0
demandent;9;demander;0
attrapées;2;attraper;0
etant;12;;0
procureur;73;procureur;0
proposer;6;proposer;0
épreuve;3;épreuve;0
condition;20;condition;0
montrent;60;montrer;0
remords;12;remords;0
assistent;3;assister;0
séances;6;séance;0
psychologique;18;psychologique;0
obligatoires;2;obligatoire;0
droits;33;droit;0
film;65;film;0
espère;115;espérer;0
vont;103;;0
recevoir;19;recevoir;0
appels;17;appel;0
joué;56;jouer;0
étiez;281;étiez;0
remis;17;remettre;0
mmm;14;mmm;0
commérage;2;commérage;0
disais;41;disai;0
vilain;4;vilain;0
recommence;11;recommence;0
marche;101;marche;0
these;73;these;0
remains;37;remain;0
dating;3;dating;0
from;172;from;0
iron;11;iron;0
age;27;age;0
were;107;were;0
found;113;found;0
at;172;at;0
bottom;2;bottom;0
of;708;of;0
shaft;10;shaft;0
there;197;there;0
sets;3;set;0
human;19;human;0
this;357;thi;0
is;464;is;0
only;57;only;0
one;148;one;0
whole;24;whole;0
he;471;he;0
good;80;good;0
shape;8;shape;0
years;44;year;0
old;20;old;0
shouldn;11;shouldn;0
look;114;look;0
which;43;which;0
why;130;why;0
we;435;we;0
re;233;r;0
here;186;here;0
be;235;b;0
going;102;going;0
to;1104;to;0
authenticate;6;authenticate;0
finest;1;finest;0
set;12;set;0
ever;23;ever;0
dash;1;dash;0
hopes;1;hope;0
thousand;1;thousand;0
scholars;1;scholar;0
let;67;let;0
know;337;know;0
what;455;what;0
turns;3;turn;0
out;161;out;0
goodman;60;goodman;0
extremely;8;extremely;0
prestigious;1;prestigiou;0
aren;13;aren;0
you;1625;you;0
no;274;no;0
have;349;hav;0
an;222;an;0
run;14;run;0
didn;94;didn;0
use;23;us;0
archaeologist;5;archaeologist;0
yes;101;ye;0
addy;71;addy;0
thanks;21;thanks;0
for;338;for;0
reminding;1;reminding;0
x;47;x;0
rays;10;ray;0
pictures;9;picture;0
do;285;do;0
without;17;without;0
touching;2;touching;0
actual;9;actual;0
skeleton;7;skeleton;0
much;39;much;0
kid;24;kid;0
gloves;2;glove;0
latex;2;latex;0
should;45;should;0
all;311;all;0
right;132;right;0
being;47;being;0
metaphoric;2;metaphoric;0
decided;3;decided;0
give;41;giv;0
it;751;it;0
shot;22;shot;0
also;27;also;0
need;59;need;0
receptionist;1;receptionist;0
can;211;can;0
just;182;just;0
anybody;6;anybody;0
waltzing;1;waltzing;0
take;59;tak;0
bunch;4;bunch;0
red;14;red;0
circles;1;circle;0
each;14;each;0
circle;6;circle;0
shows;11;show;0
where;68;where;0
body;52;body;0
was;479;was;0
airport;4;airport;0
los;9;lo;0
angeles;7;angele;0
international;10;international;0
local;18;local;0
pathologist;4;pathologist;0
says;16;say;0
are;221;are;0
pretty;30;pretty;0
bad;17;bad;0
so;189;so;0
punt;2;punt;0
airports;1;airports;0
they;215;they;0
fall;11;fall;0
under;21;under;0
federal;20;federal;0
jurisdiction;5;jurisdiction;0
excellent;65;excellent;0
word;8;word;0
go;114;go;0
warrior;6;warrior;0
when;82;when;0
ago;37;ago;0
fresh;3;fresh;0
bits;11;bit;0
little;51;little;0
bit;9;bit;0
more;89;more;0
urgent;4;urgent;0
realize;6;realize;0
lot;34;lot;0
bodies;10;body;0
than;55;than;0
perfect;4;perfect;0
specimens;1;specimen;0
say;66;say;0
things;27;thing;0
like;189;like;0
that;756;that;0
bug;1;bug;0
through;39;through;0
every;22;every;0
time;74;tim;0
exactly;11;exactly;0
walk;12;walk;0
and;593;and;0
pack;12;pack;0
your;251;your;0
bags;6;bags;0
yeah;175;yeah;0
ice;3;ic;0
thing;70;thing;0
not;274;not;0
homeland;2;homeland;0
security;20;security;0
asked;13;asked;0
identify;8;identify;0
three;40;three;0
allowed;4;allowed;0
great;15;great;0
demand;4;demand;0
several;12;several;0
very;61;very;0
pressing;2;pressing;0
cases;8;case;0
she;272;she;0
needed;5;needed;0
museum;2;museum;0
send;13;send;0
her;266;her;0
california;6;california;0
sexy;51;sexy;0
hollywood;7;hollywood;0
how;134;how;0
press;3;pres;0
could;115;could;0
get;134;get;0
said;61;said;0
highest;1;highest;0
priority;6;priority;0
car;239;;0
doesn;58;doesn;0
feel;19;feel;0
mustang;2;mustang;0
classic;3;classic;0
goes;8;goe;0
better;34;better;0
with;278;with;0
come;55;come;0
rental;1;rental;0
agreement;1;agreement;0
model;8;model;0
did;118;did;0
guy;58;guy;0
write;5;write;0
sedan;1;sedan;0
bah;10;bah;0
palm;1;palm;0
trees;4;tree;0
drive;7;driv;0
sometime;1;sometim;0
our;56;our;0
contact;71;contact;0
special;20;special;0
trisha;2;trisha;0
finn;8;finn;0
driver;2;driver;0
rain;3;rain;0
man;83;man;0
don;246;don;0
means;20;mean;0
always;22;alway;0
behind;6;behind;0
wheel;1;wheel;0
over;47;over;0
above;8;above;0
telling;7;telling;0
deputy;3;deputy;0
director;3;director;0
colin;13;colin;0
kind;44;kind;0
rented;1;rented;0
institute;2;institut;0
medico;1;medico;0
legal;7;legal;0
lab;16;lab;0
want;110;want;0
us;85;us;0
something;81;something;0
stay;15;stay;0
watch;7;watch;0
getting;17;getting;0
fellow;3;fellow;0
bugs;8;bug;0
him;181;him;0
haven;15;haven;0
been;84;been;0
maybe;77;maybe;0
spores;13;spore;0
pollens;4;pollen;0
correct;28;correct;0
probably;32;probably;0
dozens;3;dozen;0
species;2;specie;0
discovered;3;discovered;0
cretaceous;1;cretaceous;0
era;2;era;0
comeback;1;comeback;0
authenticating;1;authenticating;0
find;96;find;0
top;21;top;0
game;10;game;0
unable;2;unabl;0
confidence;1;confidence;0
would;110;would;0
declare;2;declare;0
authentic;2;authentic;0
risk;3;risk;0
proven;3;proven;0
wrong;23;wrong;0
happen;13;happen;0
if;202;if;0
equivocate;1;equivocate;0
head;21;head;0
will;81;will;0
reputation;1;reputation;0
anything;69;anything;0
else;25;else;0
my;239;my;0
findings;3;finding;0
congruent;6;congruer;0
facts;6;fact;0
due;24;devoir;0
used;28;used;0
idea;15;idea;0
between;20;between;0
two;47;two;0
now;76;now;0
removed;7;removed;0
scene;12;scen;0
call;23;call;0
because;88;because;0
parts;9;part;0
visible;19;visible;0
arriving;1;arriving;0
flights;1;flight;0
map;6;map;0
legend;2;legend;0
marked;4;marked;0
cone;2;cone;0
location;8;location;0
photograph;4;photograph;0
corresponds;1;correspond;0
book;18;book;0
got;121;got;0
dismemberment;3;dismembermer;0
sure;43;sur;0
mean;76;mean;0
showy;1;showy;0
ground;6;ground;0
up;123;up;0
landing;3;landing;0
gear;2;gear;0
then;51;then;0
dumped;3;dumped;0
airplane;3;airplane;0
landed;3;landed;0
dispersal;4;dispersal;0
rate;11;rate;0
looks;21;look;0
pulled;14;pulled;0
apart;4;apart;0
by;110;by;0
dogs;10;dog;0
likely;3;likely;0
coyotes;15;coyote;0
everywhere;2;everywhere;0
thought;45;thought;0
cowboy;4;cowboy;0
see;89;see;0
cold;2;cold;0
examination;1;examination;0
room;18;room;0
county;3;county;0
morgue;32;morgu;0
dirt;7;dirt;0
silt;3;silt;0
pieces;9;piece;0
collected;1;collected;0
back;74;back;0
immediately;2;immediately;0
flesh;5;flesh;0
personal;5;personal;0
preference;1;preference;0
left;42;left;0
anyway;5;anyway;0
screenplay;4;screenplay;0
writer;5;writer;0
happy;12;happy;0
help;31;help;0
any;91;any;0
way;92;way;0
regard;23;regard;0
movie;8;movie;0
someone;49;someone;0
told;48;told;0
thinking;5;thinking;0
making;10;making;0
into;54;into;0
supposed;9;supposed;0
meet;11;meet;0
some;76;some;0
big;22;big;0
producer;6;producer;0
while;16;whil;0
won;24;won;0
does;35;doe;0
further;1;further;0
access;10;access;0
remaining;1;remaining;0
soft;4;soft;0
tissue;4;tissu;0
everything;15;everything;0
own;34;own;0
about;292;about;0
who;114;who;0
finds;8;find;0
herself;7;herself;0
trail;2;trail;0
former;11;former;0
boyfriend;13;boyfriend;0
um;17;um;0
god;31;god;0
leave;12;leav;0
insight;1;insight;0
architecture;14;architecture;0
skull;49;skull;0
has;70;has;0
radically;1;radically;0
altered;1;altered;0
rotting;1;rotting;0
eaten;5;eaten;0
having;10;having;0
ripped;2;ripped;0
off;61;off;0
surgery;12;surgery;0
lots;3;lot;0
ll;108;ll;0
able;15;abl;0
tell;90;tell;0
1x10;1;;0
woman;51;woman;0
feed;3;feed;0
looking;49;looking;0
beamed;1;beamed;0
cleaned;3;cleaned;0
still;37;still;0
vestiges;2;vestige;0
clothing;5;clothing;0
remnants;3;remnant;0
morning;9;morning;0
ange;65;ange;0
hi;8;;0
sunny;3;sunny;0
sweetie;4;sweetie;0
entire;4;entir;0
failed;4;failed;0
different;13;;0
make;61;make;0
young;12;young;0
early;9;early;0
20s;2;;0
death;43;death;0
evidence;35;evidence;0
stabbing;2;stabbing;0
hit;18;hit;0
sternum;61;sternum;0
hits;3;hit;0
costal;2;costal;0
cartilages;1;cartilage;0
estimated;1;estimated;0
degradation;1;degradation;0
suggests;11;suggest;0
open;7;open;0
days;19;day;0
marks;14;mark;0
suggest;5;suggest;0
carnivorous;1;carnivorou;0
feeding;2;feeding;0
beyond;11;beyond;0
insects;3;insect;0
birds;2;bird;0
rodents;1;rodent;0
explain;10;explain;0
pulls;2;pull;0
spreads;1;spreads;0
eat;5;eat;0
solitude;5;solitud;0
teeth;5;teeth;0
veneered;1;veneered;0
jaw;10;jaw;0
broken;7;broken;0
same;31;same;0
leg;4;leg;0
seen;11;seen;0
stars;4;star;0
yet;15;yet;0
apparently;4;apparently;0
contest;1;contest;0
winner;1;winner;0
person;21;person;0
sees;3;sees;0
most;21;most;0
celebrities;1;celebritie;0
difficult;4;difficult;0
project;4;project;0
isn;15;isn;0
theorizes;1;theorize;0
seems;5;seems;0
hard;19;hard;0
irritate;1;irritate;0
honey;2;honey;0
forget;10;forget;0
words;3;word;0
sky;3;sky;0
bar;22;bar;0
tonight;7;tonight;0
dark;9;dark;0
clumps;1;clump;0
near;17;near;0
pelvis;9;pelvis;0
spleen;1;spleen;0
list;12;list;0
missing;33;missing;0
persons;7;person;0
women;10;women;0
their;29;their;0
really;74;really;0
think;138;think;0
swallowed;1;swallowed;0
drug;10;drug;0
mule;3;mul;0
implant;23;impler;0
breast;6;breast;0
those;52;those;0
serial;15;serial;0
numbers;3;number;0
victim;69;victim;0
hours;8;hour;0
unlike;1;unlike;0
other;34;other;0
burials;1;burial;0
semi;3;semi;0
fetal;1;fetal;0
his;177;his;0
arms;6;arm;0
sides;4;side;0
piece;24;piece;0
decorated;1;decorated;0
antler;2;antler;0
chest;1;chest;0
actually;23;actually;0
honors;1;honors;0
hunter;37;hunter;0
although;1;although;0
weapons;8;weapon;0
mid;6;mid;0
30s;3;;0
died;22;died;0
tall;5;tall;0
detritus;2;detritus;0
brendan;1;brendan;0
sift;1;sift;0
ft;1;ft;0
feared;4;feared;0
foes;1;foe;0
respected;3;respected;0
neighbors;1;neighbors;0
encourage;7;encourager;0
conjecture;4;conjecture;0
archaeology;1;archaeology;0
bear;3;bear;0
battle;2;battl;0
quality;2;quality;0
well;150;well;0
die;14;die;0
tuberculosis;1;tuberculosi;0
proud;6;proud;0
ending;1;ending;0
wanted;23;wanted;0
surrounded;3;surrounded;0
family;13;family;0
friends;5;friend;0
please;32;please;0
describing;1;describing;0
lord;8;lord;0
rings;1;ring;0
buried;9;buried;0
jewelry;1;jewelry;0
stint;1;stint;0
pilfer;1;pilfer;0
spore;9;spore;0
fungi;1;fungi;0
both;20;both;0
lived;6;lived;0
geography;1;geography;0
details;3;detail;0
written;2;written;0
report;6;report;0
scholarly;1;scholarly;0
scrutiny;1;scrutiny;0
peers;1;peer;0
problem;13;problem;0
hotel;3;hotel;0
even;44;even;0
pool;2;pool;0
welcome;5;welcome;0
mine;17;min;0
lead;13;lead;0
went;23;went;0
nowhere;2;nowhere;0
number;8;number;0
implants;21;implant;0
reported;5;reported;0
stolen;10;stolen;0
months;18;month;0
must;20;must;0
them;92;them;0
black;25;black;0
market;4;market;0
name;31;name;0
doctor;6;doctor;0
whom;2;whom;0
plastic;9;plastic;0
surgeons;1;surgeon;0
real;23;real;0
doctors;2;doctors;0
gonna;27;gonna;0
based;8;based;0
guess;20;gues;0
meeting;8;meeting;0
guys;51;guy;0
turn;7;turn;0
attention;125;attention;0
murder;44;murder;0
visit;3;visit;0
boobs;1;boob;0
wouldn;21;wouldn;0
ve;69;ve;0
leads;3;lead;0
screenplays;1;screenplays;0
working;25;working;0
chocolate;1;chocolate;0
interest;2;interest;0
flagged;1;flagged;0
nice;20;nice;0
had;77;had;0
lay;2;lay;0
table;49;table;0
measure;4;measur;0
awkward;1;awkward;0
approaches;1;approache;0
highly;2;highly;0
evolved;1;evolved;0
girl;41;girl;0
change;55;change;0
changed;3;changed;0
nuts;4;nut;0
beautiful;17;beautiful;0
anyone;27;anyone;0
pain;25;pain;0
names;9;name;0
michael;23;michael;0
jackson;6;jackson;0
joan;1;joan;0
rivers;7;river;0
culture;34;culture;0
nurtures;1;nurture;0
ideas;1;ideas;0
beauty;1;beauty;0
towards;1;toward;0
people;100;people;0
strive;1;strive;0
fine;27;fine;0
future;3;future;0
upon;4;upon;0
surgical;6;surgical;0
alterations;1;alteration;0
nose;2;nose;0
breasts;1;breast;0
buttocks;1;buttocks;0
horror;1;horror;0
binding;1;binding;0
feet;10;feet;0
bronze;21;bronze;0
coils;1;coil;0
extend;3;extend;0
neck;5;neck;0
speak;9;speak;0
hear;13;hear;0
quiet;1;quiet;0
waiting;6;waiting;0
barbaric;2;barbaric;0
painful;2;painful;0
may;9;may;0
never;53;never;0
identified;5;identified;0
glorified;1;glorified;0
barbar;1;barbar;0
medical;5;medical;0
degree;2;degree;0
arrogance;3;arrogance;0
millennia;1;millennia;0
evolution;2;evolution;0
publisher;2;publisher;0
specifically;4;specifically;0
nobody;12;nobody;0
important;147;important;0
kostov;7;kostov;0
remain;1;remain;0
sir;29;sir;0
recognize;9;recognize;0
high;18;high;0
profile;2;profil;0
double;48;double;0
limen;1;limen;0
sea;4;sea;0
saline;2;salin;0
shipment;2;shipment;0
believing;1;believing;0
returning;1;returning;0
murdered;21;murdered;0
recovered;3;recovered;0
approximately;8;approximately;0
weeks;22;weeks;0
faulty;2;faulty;0
surgeon;5;surgeon;0
down;53;down;0
valley;4;valley;0
heidi;1;heidi;0
callgirl;4;callgirl;0
lapd;2;lapd;0
investigating;6;investigating;0
agency;3;agency;0
bone;82;bon;0
structure;33;structure;0
credit;4;credit;0
genetic;3;genetic;0
too;49;too;0
areas;1;area;0
pouches;1;pouche;0
beneath;5;beneath;0
eyes;17;eye;0
mind;15;mind;0
touch;6;touch;0
break;5;break;0
arm;12;arm;0
thinks;7;think;0
try;18;try;0
